id	fecha	acto	pr	pieza	que_no_se_corrio	razon	impacto	sucesor	estado	cerrado_por	fecha_cierre
NC-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01	2026-09-22	GEN2-TUBERIA-CANAL-PUBLICACION-1	SIN-PR	P4 -- primer push real que registre el backlog (22 CALC selladas sin fila al redactar, mas las de las NC enmendadas)	el mecanismo (P1+P2) existe y esta PROBADO con push sintetico en rama (camino feliz + camino de guardia)	"DECISION-DE-MESA-PENDIENTE: el estado real de main hoy tiene drift preexistente (13 corridas ajenas cuyo veredicto en replay-evidencia.tsv ya no coincide con lo publicado) que dispara REPLAY-PISADO sobre cualquier lote pequeno; este PR no toca corridas.tsv/resultados.tsv/usos.tsv (firma de mesa 21/sep S2(2)) | ENMIENDA FECHADA 23/sep/2026 (P4, ACTO GEN2-TRAMITE-FIRMAS-11): P4 verificó por comando (mcp github actions_list/get_job_logs) que el canal de publicación NO funciona desde #1028 -- en TODOS los push a main desde entonces (verificados: runs de #1028, #1039, incluido el primer push real tras el lote estricto), el job `guardias` falla en el paso previo ('Re-deriva por comando') con `remote: - Required status check ""check"" is expected` (GH013, regla de rama), lo que deja el paso 'Canal de publicación' en SKIPPED -- no es REPLAY-PISADO como se anticipaba. NC DIFERIDO-A: GEN2-TUBERIA-CANAL-REPARACION-1. Esta fila NO cierra: el sustituto que el encargo pedía verificar no existe."	"corridas.tsv sigue sin las 22+ corridas selladas ""en disco, no registradas""; corrida0 status las proyecta, la vista publicada no"	FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 (pregunta a mesa) · ENMIENDA FECHADA 2026-09-23 (ACTO GEN2-TRAMITE-FIRMAS-8): FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 FIRMADA -- mesa eligio opcion (a), bandera de lote ESTRICTO. Esta fila (y las cuatro DIFERIDO-A:acto TUBERIA -- #1008/#1012/#1005/#1003) cierran con el primer push real TRAS el lote estricto (sucesor GEN2-TUBERIA-LOTE-ESTRICTO-1), no antes. No se cierra aqui.	ABIERTA
NC-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-02	2026-09-22	GEN2-TUBERIA-CANAL-PUBLICACION-1	SIN-PR	S6 LATITUD -- bandera de lote estricto en tools/corrida0.py	no se anadio	DECISION-DE-MESA-PENDIENTE: el encargo la deja explicitamente como pregunta a mesa, no como LATITUD del ejecutor	el primer push real probablemente PARA por REPLAY-PISADO hasta que mesa decida esta bifurcacion o autorice un catch-up	FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 · ENMIENDA FECHADA 2026-09-23 (ACTO GEN2-TRAMITE-FIRMAS-8, FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 FIRMADA -- mesa eligio opcion (a)): sucesor = GEN2-TUBERIA-LOTE-ESTRICTO-1 (bandera de lote ESTRICTO en corrida0.py registro, <=30 lineas, con test; las 13 corridas con drift no se re-proyectan por el canal, las asienta GEN2-REPLAY-ASIENTOS-2 con evidencia fresca). Sigue ABIERTA hasta que ese acto fusione.	CERRADA	ADR-260923-GEN2-TUBERIA-LOTE-ESTRICTO-1-9428-01	2026-09-23
NC-260922-GEN2-ADQ-F6-DIRIGIDA-1-e7be-01	2026-09-22	GEN2-ADQ-F6-DIRIGIDA-1	SIN-PR	P2 · «Adquisicion por id para R10 (meses de ENCO que F6 nombra), R11, R03 si es publico, R01-2022 si existe»; criterio de hecho «manifiesto lista los ids nuevos con sha256 y licencia»	Cero descargas y cero ids nuevos en data/manifiesto.yaml: R10 (dos olas ENCO junio 2025/2026), R11 (ENPOL 2016 BD+FD) y R01-2022 (FD, BD, cuestionario) ya estaban registrados con sha256 antes de este acto	SUSTITUIDO-POR:GEN2-ENCO-DOS-OLAS-RESERVADAS-1 (R10, 16/sep) + GEN2-38 (R11, 16/sep) + registro previo de MOCIBA 2022 en el manifiesto. Absorben toda la adquisicion publica de F6; no queda huerfano nada adquirible por descarga (R03 y ENCRIGE 2020 no son publicos: filas -03 y -02). La premisa del encargo (R11 «no en manifiesto», R01-2022 «POR VERIFICAR») venia de F6-falta-conseguir-v1_0, no del manifiesto (A.15)	El contador «payloads nuevos en el manifiesto» queda en 0; ningun consumidor pierde nada: los 14 ids que F6 necesita existen (F6-falta-conseguir-v1_1.tsv, columna comando_de_verificacion)	NINGUNO (cerrada por este acto)	CERRADA	ACTO GEN2-ADQ-F6-DIRIGIDA-1 (F6-falta-conseguir-v1_1.tsv)	2026-09-22
NC-260922-GEN2-ADQ-F6-DIRIGIDA-1-e7be-02	2026-09-22	GEN2-ADQ-F6-DIRIGIDA-1	SIN-PR	P2 · «R03 si es publico» (ENAPROCE 2015/2018 microdato completo)	No se adquirio el microdato real de ENAPROCE	DIFERIDO-A:BANDEJA-DEL-TITULAR -- fuente que exige identidad (PARO e del encargo): RNM catalog/330 y catalog/518, «Condicion de acceso»: «La informacion de la ENAPROCE a nivel microdato es confidencial; la descarga de la base de datos de este proyecto es restringida al publico en general»; solo via Laboratorio de microdatos	R03 sigue sin microdato; F6 no gana familia TRA por esta via; manifiesto conserva solo ejem_*_ciega_*	SIN-ASIGNAR (titular: solicitud al Laboratorio de microdatos del INEGI si mesa lo quiere; ademas depende de la misma pregunta de unidad que FP-260922-GEN2-ADQ-F6-DIRIGIDA-1-e7be-01)	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA
NC-260922-GEN2-ADQ-F6-DIRIGIDA-1-e7be-03	2026-09-22	GEN2-ADQ-F6-DIRIGIDA-1	SIN-PR	§6 · «PREGUNTAS A MESA (y sigues): R08 ENCRIGE [...] R02 WBES [...]»	No se decide la unidad persona->establecimiento de R02/R08 ni se baja nada de ENCRIGE	DECISIÓN-DE-MESA-PENDIENTE: FP-260922-GEN2-ADQ-F6-DIRIGIDA-1-e7be-01. Dato nuevo para la pregunta: el microdato de ENCRIGE 2020 no es publico (RNM catalog/691), asi que «R08 si si es publico» no se cumple para 2020; ENCRIGE 2016 NO-VERIFICADO (catalog/264 no lo dice) · ENMIENDA FECHADA 2026-09-23 (ACTO GEN2-TRAMITE-FIRMAS-8, ADR-260923-GEN2-TRAMITE-FIRMAS-8-aa3f-01): FP-260922-GEN2-ADQ-F6-DIRIGIDA-1-e7be-01 FIRMADA -- mesa eligio opcion (a): R02-WBES y R08-ENCRIGE quedan fuera del panel F6 por unidad; ninguna de las dos se adquiere. PR #1014 fusiono en origin/main durante este acto (3f1e79a), asi que esta fila SI se cierra aqui.	R02 y R08 siguen sin celda; F6 sin familia TRA nueva -- decidido: quedan fuera, F6 sigue EN-ESPERA-PANEL con R01/R09/R10/R11	FP-260922-GEN2-ADQ-F6-DIRIGIDA-1-e7be-01 (FIRMADA)	CERRADA	GEN2-TRAMITE-FIRMAS-8	2026-09-23
NC-260922-GEN2-ADQ-F6-DIRIGIDA-1-e7be-04	2026-09-22	GEN2-ADQ-F6-DIRIGIDA-1	SIN-PR	P3 · «las de los 588 sin licencia del mismo dominio (INEGI)» y las de los payloads tocados	De 588 entradas sin licencia, este acto escribe 34 (todas las de url_origen en inegi.org.mx); quedan 554 de otros dominios o con url no determinada, y las 4 de ISSP ZA6980 (GESIS) de R09	NO-VERIFICABLE-AQUÍ: GESIS (gesis.org, search.gesis.org) devuelve CONNECT 403 del proxy de nube -- NO OBTENIDO POR ESTE AGENTE EN 1 INTENTO; receta: abrir https://www.gesis.org/en/issp/data-and-documentation/social-networks/2017 desde caja o navegador, leer la categoria de acceso de ZA6980 y los terminos de uso de GESIS, copiar el texto a licencia de za6980_*. Las 554 no-INEGI quedan fuera del dominio que el encargo pidio	licencia = None baja de 588 a 554; R09 sigue sin licencia leida	SIN-ASIGNAR (licencias por dominio, plan P4)	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA
NC-260922-GEN2-ADQ-F6-DIRIGIDA-1-e7be-05	2026-09-22	GEN2-ADQ-F6-DIRIGIDA-1	SIN-PR	P2 · «verificacion A.1 en tres estados»	Verificacion de sha contra el payload de los 14 ids de F6	NO-VERIFICABLE-AQUÍ: NUBE sin corpus montado. python3 tests/manifiesto.py --verifica da AUSENTE (data_raw) x6, RAIZ NO CONFIGURADA (descargas_mx) x4, FUERA_DE_PERIMETRO (reserva_respondentes) x2 sobre los 12 con payload listados; 0 archivos examinados (A.13); ningun hash-discordante	Ningun sha nuevo; los sellados no se tocan	GEN2-F6-FACTIBILIDAD-CAJA-1 (caja, corpus montado: correr --verifica al leer los FD)	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA
NC-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-03	2026-09-22	GEN2-TUBERIA-CANAL-PUBLICACION-1	SIN-PR	cierre de NC-0257/NC-0284/NC-0329 citadas en P4 del encargo	no se tocaron	SUSTITUIDO-POR:ya CERRADAS por otra via antes de este acto (re-verificado, estado=CERRADA en forense/no-corrido.tsv) -- premisa de logistica del encargo, no un hallazgo de este acto	ninguno: ya estaban resueltas	ninguno -- ya cerradas	CERRADA	GEN2-TUBERIA-CANAL-PUBLICACION-1	2026-09-22
NC-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-04	2026-09-22	GEN2-TUBERIA-CANAL-PUBLICACION-1	SIN-PR	cierre de las cuatro NC DIFERIDO-A: acto TUBERIA (#1008/#1012/#1005/#1003) citadas en P4	se ENMENDARON con fecha, NO se cerraron	"NO-VERIFICABLE-AQUI: el encargo pedia ""sucesor cumplido -> cierra"", pero cerrar exigiria que la fila este PUBLICADA en corridas.tsv, y sigue sin estarlo | ENMIENDA FECHADA 23/sep/2026 (P4, ACTO GEN2-TRAMITE-FIRMAS-11): P4 verificó por comando (mcp github actions_list/get_job_logs) que el canal de publicación NO funciona desde #1028 -- en TODOS los push a main desde entonces (verificados: runs de #1028, #1039, incluido el primer push real tras el lote estricto), el job `guardias` falla en el paso previo ('Re-deriva por comando') con `remote: - Required status check ""check"" is expected` (GH013, regla de rama), lo que deja el paso 'Canal de publicación' en SKIPPED -- no es REPLAY-PISADO como se anticipaba. NC DIFERIDO-A: GEN2-TUBERIA-CANAL-REPARACION-1. Esta fila NO cierra: el sustituto que el encargo pedía verificar no existe."	"las cuatro corridas correspondientes siguen ""selladas en disco, no registradas"""	NC-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 (primer push real) · ENMIENDA FECHADA 2026-09-23 (ACTO GEN2-TRAMITE-FIRMAS-8): mesa firmo FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 opcion (a) -- bandera de lote ESTRICTO. Las cuatro NC DIFERIDO-A:acto TUBERIA (#1008/#1012/#1005/#1003) cierran con el primer push real TRAS el lote estricto (sucesor GEN2-TUBERIA-LOTE-ESTRICTO-1), no antes. No se cierran aqui.	ABIERTA
NC-260922-GEN2-TRAMITE-COLA-VIEJA-1-0eca-01	2026-09-22	GEN2-TRAMITE-COLA-VIEJA-1	PR#(pendiente)	enmienda a NC-260921-GEN2-VALIDACION-INDEPENDIENTE-PILOTOS-1-7ef3-02	corregir el asiento de la NC 7ef3-02: «18 de 20» sí tenia fuente (forense/notas/2026-09-21-GEN2-MARCADOR-E-INFORME-1-cierre.md:46), el defecto era citar dos pilotos con tres selladas	DECLARADO: enmienda de direccion verbatim (encargo GEN2-TRAMITE-COLA-VIEJA-1 §2), la NC 7ef3-02 CERRADA no se edita	el informe v1.3 sigue reescribiendo con 26/35 (correcto), pero la razon documentada de por que no es «18/20» cambia: no era cifra tecleada	informe v1.3 (direccion) usa este asiento como fuente si se pregunta por que «18 de 20» no aparece	CERRADA	ACTO GEN2-TRAMITE-COLA-VIEJA-1 con firma de mesa verbatim de encargo §2 (enmienda de direccion)	2026-09-22
NC-260922-GEN2-TRAMITE-COLA-VIEJA-1-0eca-02	2026-09-22	GEN2-TRAMITE-COLA-VIEJA-1	PR#(pendiente)	14 archivos de cola/ sin CONSUMIDO fuera de la tabla PENDIENTES-PROGRAMA §4.1		FUERA-DE-PERIMETRO: MAESTRA34-N3-AGREGA-2, GEN2-E1/E2/E4/E5-0/E5-CALC-0001-0003, POST-685/01-04, POST-693/09,13, POST-701/17, POST-707/20 -- no estan en la tabla de 28 que este encargo declara como objetivo	el inventario 4.1 re-derivado sigue mostrando estos 14 sin CONSUMIDO	acto nuevo si mesa lo pide, o el proximo inventario de 004 los incluye	ABIERTA		
NC-260922-GEN2-TRAMITE-FIRMAS-7-369b-01	2026-09-22	GEN2-TRAMITE-FIRMAS-7		P2	Bloque de adopcion de los 10 RESULT de FP-...-18fa-01 (ADOPTAR: 5 Banxico 2024, LAPOP 2019/2023, 3 MOTRAL 2015), marcado como ADOPTADO por el mecanismo de la casa en un solo commit [ADOPCION-BLOQUE 18fa-01].	FUERA-DE-PERIMETRO: el unico mecanismo existente para que un RESULT cuente como uso activo GEN2 (corrida0_resultado_id + rol_uso: proxy_descriptivo dentro de milpa/tramite.yaml, precedente milpa/tramite.yaml:185-188; las 4 reglas ya traen esos campos listos en milpa/tramite-ola5-propuesta-v0.yaml:3985-4090) exige editar milpa/, que el propio encargo GEN2-TRAMITE-FIRMAS-7 (Sec 9 Perimetro) declara AJENO a este acto. La firma F5 (ADOPTAR-10-VETAR-2) queda registrada en decisiones.tsv y la FP FIRMADA; la mecanica de bloque no se ejecuto.	N_resultados_gen2_pendientes_adopcion se queda en 12 (no baja a 2); N_resultados_gen2_adoptados_activos no se mueve por este acto.	sucesor con milpa/ en su perimetro (p.ej. GEN2-TRAMITE-PENDIENTES-2-ADOPCION-BLOQUE)	ABIERTA		
NC-260922-GEN2-TRAMITE-FIRMAS-7-369b-02	2026-09-22	GEN2-TRAMITE-FIRMAS-7		F4	Verificar por que N_resultados_gen2_adoptados_activos sigue en 72 (no 87) pese a que el commit 5ef1f41 (PR #1002, FP-...-c45c-01 FIRMADA, NC-...-c45c-01 CERRADA) acredito origen_numerico=NUEVO en decisiones.tsv para las 15 celdas ENVIPE hace 22/sep.	NO-VERIFICABLE-AQUI: milpa/estimadores-por-segmento.yaml nunca fue regenerado con `python3 tools/marcador_segmento.py --escribe` tras esa firma (git log del archivo se detiene en 78a406c, PR #957) -- el mensaje de cierre de 5ef1f41 declaro 'Verificado: 72 -> 87' pero ese numero no quedo commiteado: el yaml sigue sin la clave `marginales`. La regeneracion cae en milpa/, que este encargo (Sec 9) declara AJENO.	adoptados_activos se queda en 72; la brecha entre lo que el commit de PR #1002 afirmo verificar y lo que quedo en el arbol sigue abierta.	sucesor con milpa/ en su perimetro (mismo sucesor de NC-...-369b-01: correr marcador_segmento.py --escribe y commitear el yaml)	ABIERTA		
NC-260923-GEN2-TUBERIA-LOTE-ESTRICTO-1-9428-01	2026-09-23	GEN2-TUBERIA-LOTE-ESTRICTO-1	SIN-PR	"§1 Objetivo: ""primer push real tras fusionar: status antes/despues y grep -c de corridas.tsv en la nota"""	El primer push REAL a main que ejercite registro --verifica --escribe --lote con el fix ya fusionado -- este acto solo lo prueba en un clon desechable, nunca en main	"DIFERIDO-A:primer push real a main -- el objetivo del acto (mecanismo estricto, probado) esta cumplido; la publicacion real del backlog depende de que mesa fusione este PR y de que un push posterior traiga un asiento nuevo en replay-evidencia.tsv que dispare el canal | ENMIENDA FECHADA 23/sep/2026 (P4, ACTO GEN2-TRAMITE-FIRMAS-11): P4 verificó por comando (mcp github actions_list/get_job_logs) que el canal de publicación NO funciona desde #1028 -- en TODOS los push a main desde entonces (verificados: runs de #1028, #1039, incluido el primer push real tras el lote estricto), el job `guardias` falla en el paso previo ('Re-deriva por comando') con `remote: - Required status check ""check"" is expected` (GH013, regla de rama), lo que deja el paso 'Canal de publicación' en SKIPPED -- no es REPLAY-PISADO como se anticipaba. NC DIFERIDO-A: GEN2-TUBERIA-CANAL-REPARACION-1. Esta fila NO cierra: el sustituto que el encargo pedía verificar no existe."	corridas.tsv/resultados.tsv de main siguen sin las 22+ corridas selladas sin fila (mismo estado que ADR-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 dejo); el mecanismo que las publicara ya no bloquea con las 13 ajenas	primer push real a main (mecanismo ya probado en este acto); GEN2-REPLAY-ASIENTOS-2 para las 13 corridas con drift real (asentar o re-verificar su evidencia)	ABIERTA		
NC-260923-GEN2-MARCADOR-CONSUMO-Y-ADOPCION-2-c6f4-01	2026-09-23	GEN2-MARCADOR-CONSUMO-Y-ADOPCION-2		P1	Consumir CALC-DUELO-ENVIPE2026-ADJUDICACION-0001 y CALC-DIN-LOTE-ENIF2024-ADJUDICACION-0001 (las otras dos fuentes de adjudicación del §1)	PARO-PREMISA: ninguna celda-D en data/curacion-registro/celdas-d/*.yaml referencia estos dos CALC (solo GOB la tiene); el marcador hoy solo convierte celda-D+champion_actual en filas, no un CALC de adjudicación suelto. Ademas el CALC de DUELO sella 42 VS-PERSISTENCIA (3 bloques de 14), no los 24 cruces que cita el §1 -- discrepancia de universo sin reconciliar (v2.16 §2, no se adivina el mapeo).	Los 24 cruces del duelo ENVIPE 2026 y los 14 del lote no quedan con estado/rótulo en marcador-segmento.tsv; el criterio de hecho del §1 no se cumple para estas dos fuentes.	sucesor que primero reconcilie con mesa la cuenta 24-vs-42 del duelo y luego diseñe el lector de CALC de adjudicación suelto (sin celda-D)	ABIERTA		
NC-260923-GEN2-MARCADOR-CONSUMO-Y-ADOPCION-2-c6f4-02	2026-09-23	GEN2-MARCADOR-CONSUMO-Y-ADOPCION-2		P3	Enlazar la celda reparto_hogar (SOLO-PISO, CALC-ENUT2019-NUCLEO-EJES-0001, R=RAZON-NUCLEO-NACIONAL) y marcar las 10 sexo_edad NO-CONSTRUIBLE-POR-CRUCE	NO-VERIFICABLE-AQUÍ: la firma (a)(b′)(c) de FP-260921-GEN2-ENUT-PISOS-Y-SERIE-1-308c-01 ya basta, pero forense/prereg-caja/PISOS-ENUT2019-ejes-metadatos-v1_1.tsv aún no trae el enlace real contra CALC-ENUT2019-NUCLEO-EJES-0001 y no se pudo confirmar en esta sesión que 0.2379/0.2255 efectivamente salen de ese CALC (§2: ninguna cifra se teclea sin verificar) sin diseñar antes el contrato cell_id/resultado_id que _piso_de_fila() exige.	Las 11 celdas ENUT (reparto_hogar + 10 sexo_edad) siguen SIN-PISO en vez de SOLO-PISO/NO-CONSTRUIBLE-POR-CRUCE; el criterio de hecho del §1 no se cumple para ENUT.	GEN2-ENUT-ENLACE-MARCADOR-1 (ya nombrado como sucesor por el ADR del acto que PARÓ, ADR-260922-GEN2-ENUT-NUCLEO-CELDAS-1-9f24-01)	ABIERTA		
NC-260923-GEN2-MARCADOR-CONSUMO-Y-ADOPCION-2-c6f4-03	2026-09-23	GEN2-MARCADOR-CONSUMO-Y-ADOPCION-2		P1	Registro de aptitud_uso/origen_numerico para las 16 filas CRUCE::GOB.gobierno_digital.encig2025.edad_x_escolaridad::… que este acto activó en el consumidor marcador	FUERA-DE-PERÍMETRO: T35 T-REPRO(g) de tests/check.py exige que el consumidor marcador tenga origen_numerico acreditado para todo RESULT que cite; ese registro vive en otro subsistema (el registro de consumidores/aptitud_uso), ajeno al perímetro de este encargo (tools/marcador_segmento.py + TSV/yaml/no-corrido/nota, §9).	tests/check.py (suite completa) reporta 16 FAIL nuevos en T35 T-REPRO(g) hasta que un acto de aparato acredite el origen_numerico de esas 16 filas.	acto de aparato sobre el registro de aptitud_uso/origen_numerico de tests/check.py::T35	ABIERTA		
NC-260923-GEN2-TUBERIA-RUTINAS-AUTOMERGE-1-e889-01	2026-09-23	GEN2-TUBERIA-RUTINAS-AUTOMERGE-1		P1	forense/rutinas-clases-v1_0.tsv (rutina · rama · archivos permitidos · condicion)	"DECISION-DE-MESA-PENDIENTE: la propuesta de §2 no trae firma de mesa debajo (""sella o borra ... sin texto -> PARA""); construir la tabla de clases es parte de lo que la firma ausente autorizaria a instalar."	"el contador ""PR de rutina por dia que esperan a mesa: 4 -> 0"" no se mueve; mesa sigue fusionando a mano."	FP-260923-GEN2-TUBERIA-RUTINAS-AUTOMERGE-1-e889-01 (esta misma FP, si mesa firma)	ABIERTA		
NC-260923-GEN2-TUBERIA-RUTINAS-AUTOMERGE-1-e889-02	2026-09-23	GEN2-TUBERIA-RUTINAS-AUTOMERGE-1		P2	.github/workflows/automerge-rutinas.yml (job de auto-merge) y su prueba con PR sintetico	DECISION-DE-MESA-PENDIENTE: mismo motivo que P1; agravante: FP-260921-GEN2-TUBERIA-ENRUTAMIENTO-PR-1-9a2c-01 (FIRMADA, 20/sep) ya fijo el auto-merge como NO instrumentado, reevaluable solo si la fraccion de merges de rutina crece, y este encargo no aporta esa medicion.	sin este job, los cuatro PR de rutina diarios siguen exigiendo merge humano.	FP-260923-GEN2-TUBERIA-RUTINAS-AUTOMERGE-1-e889-01 (esta misma FP, si mesa firma)	ABIERTA		
NC-260923-GEN2-TUBERIA-RUTINAS-AUTOMERGE-1-e889-03	2026-09-23	GEN2-TUBERIA-RUTINAS-AUTOMERGE-1		P3	linea PARA-v2.17 en hallazgos.md + nota con tabla de clases y permiso de GitHub que exige	DECISION-DE-MESA-PENDIENTE: P3 documenta P1/P2, que no se construyeron.	sin huella, un sucesor tendria que re-derivar de cero por que se detuvo este acto (ya cubierto por esta nota de cierre).	FP-260923-GEN2-TUBERIA-RUTINAS-AUTOMERGE-1-e889-01 (esta misma FP, si mesa firma)	ABIERTA		
NC-260923-GEN2-TRAMITE-FIRMAS-8-aa3f-01	2026-09-23	GEN2-TRAMITE-FIRMAS-8	SIN-PR	P5 -- implementar la bandera de lote ESTRICTO en corrida0.py registro (opcion (a) que mesa firmo para FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01)	no se implementa; tools/corrida0.py es AJENO al perimetro de este acto (S9 del encargo)	"DIFERIDO-A:GEN2-TUBERIA-LOTE-ESTRICTO-1 | ENMIENDA FECHADA 23/sep/2026 (P4, ACTO GEN2-TRAMITE-FIRMAS-11): P4 verificó por comando (mcp github actions_list/get_job_logs) que el canal de publicación NO funciona desde #1028 -- en TODOS los push a main desde entonces (verificados: runs de #1028, #1039, incluido el primer push real tras el lote estricto), el job `guardias` falla en el paso previo ('Re-deriva por comando') con `remote: - Required status check ""check"" is expected` (GH013, regla de rama), lo que deja el paso 'Canal de publicación' en SKIPPED -- no es REPLAY-PISADO como se anticipaba. NC DIFERIDO-A: GEN2-TUBERIA-CANAL-REPARACION-1. Esta fila NO cierra: el sustituto que el encargo pedía verificar no existe."	el primer push real del canal de publicacion sigue sin correr; las 22+ corridas selladas siguen sin fila publicada	GEN2-TUBERIA-LOTE-ESTRICTO-1 (sucesor nombrado por el encargo S10)	ABIERTA		
